label,predict
"
 Passage 1:
O Valencia!
""O Valencia!"" is the fifth single by the indie rock band The Decemberists, and the first released from their fourth studio album, The Crane Wife.
The music was written by The Decemberists and the lyrics by Colin Meloy. It tells a story of two star-crossed lovers. The singer falls in love with a person who belongs to an opposing gang. At the end of the song, the singer's lover jumps in to defend the singer, who is confronting his lover's brother (the singer's ""sworn enemy"") and is killed by the bullet intended for the singer.

Track listing
The 7"" single sold in the UK was mispressed, with ""Culling of the Fold"" as the B-side despite the artwork and record label listing ""After the Bombs"" as the B-side.

Music videos
For the ""O Valencia!"" music video, The Decemberists filmed themselves in front of a green screen and asked fans to complete it by digitally adding in background images or footage. Stephen Colbert of The Colbert Report, having recently asked fans to do the same with a video of him with a light saber in front of a green screen, brought up The Decemberists on his segment ""Look Who's Riding on My Coattails Now"" and accused the band of stealing the idea. The Decemberists' response was to challenge Stephen Colbert to a guitar solo showdown on December 20, 2006, on The Colbert Report.On January 19, 2007, The Decemberists premiered an alternate music video of ""O Valencia!"", directed by Aaron Stewart-Ahn, on MTV2. The video follows a character named Patrick, played by Meloy, as he and his love Francesca (Lisa Molinaro), daughter of ""the Boss"", plan an escape to an unknown location. At a cafe, a man in a suit, portrayed by the band member Chris Funk, tells him to hide in the ""Valencia"" hotel (the Super Value Inn on North Interstate Avenue in Portland, Oregon) while he gets them the necessary documentation to escape. Above the name of the hotel, there is a neon sign that reads ""Office"". The letters have all burnt out except for the ""O"", creating the title of","leader of the opposing gang).

Passage 2:
The Internet—and pressure from funding agencies, who are questioning why commercial publishers are making money from government-funded research by restricting access to it—is making access to scientific results a reality.
 Passage 3:
Clearly, you try to comprehend, in the sense of identifying meanings for individual words and working out relationships between them, drawing on your implicit knowledge of English grammar."
"
 Passage 1:
Winter Sleepers
Winter Sleepers (German: Winterschläfer meaning ""hibernators"") is a 1997 German film directed by Tom Tykwer. It was premiered at the Locarno International Film Festival.

Plot
The film is set in the deeply snowy alpine winter resort of Berchtesgaden in Bavaria; the story begins shortly after Christmas Day, with five people returning, not all of whom are connected.
Laura, a surgical nurse, and Rebecca, a translator, live together in the house that Laura inherited from her great aunt. René is a projectionist in a cinema. Marco, Rebecca's boyfriend, is a skiing instructor who drives an expensive Alfa Romeo. Theo is a middle-aged farmer who lives with his wife Edith, their daughter, and two sons on a poor farm nearby.
When Marco arrives, he is greeted passionately by Rebecca, and tugged into the house. He leaves his car open outside, with the key still in the ignition. It is the early morning, and René, walking drunkenly home, passes the house, taking pictures, among other things, of Rebecca and Marco having sex inside. Finally, he climbs into the car and drives away. Theo, meanwhile, is taking his horse to the veterinarian, but doesn't let his daughter come with him. He doesn't notice when she sneaks into the horse trailer with the animal. Theo, distracted by his sons calling him on a walkie-talkie and driving on the wrong side of the road, almost collides with René. The Alfa Romeo crashes off the road and into a snowdrift and Rene is not hurt; however, the horse trailer is flipped over and the girl and horse badly injured. Theo is dazed, but René, rather than helping, takes a photo of him, and as he walks off, Theo is stricken by a strange snake-like scar on the back of René's head.  When Theo is helped out of his truck by a passing driver, he shoots the injured horse on the spot and takes his daughter to the hospital where Laura works.
There, Laura hears Theo becoming obsessed with finding the man who caused the accident","a small apartment. Laura is a hibernator, and Rebecca is not.

Passage 2:
The Internet—and pressure from funding agencies, who are questioning why commercial publishers are making money from government-funded research by restricting access to it—is making access to scientific results a reality.

Passage 3:
Clearly, you try to comprehend, in the sense of identifying meanings for individual words and working out relationships between them, drawing on your implicit knowledge of English grammar.

Passage 1:
Winter Sleepers
Winter Sleepers (German: Winterschl"
"
 Passage 1:
Friedrich von Berg
Friedrich Wilhelm Bernhard von Berg, also von Berg-Markienen, (20 November 1866 – 9 March 1939) was a German politician and chairman of the Secret Civil Cabinet of Kaiser Wilhelm II in 1918.

Biography
Friedrich von Berg was born on his family's estate of Markienen (today Markiny, Poland) to the Prussian Major Friedrich von Berg (1835-1888). After passing his Abitur, Berg joined the Prussian Army in 1885 and became the personal adjutant of Prince Friedrich Leopold of Prussia in 1888. He left service in 1892 and started to study law at the Universities of Breslau and Bonn, where he became a member of the Corps Borussia Bonn next to the later Kaiser Wilhelm II. After passing his exam, Berg worked at the local court of Bartenstein and in 1896 at Danzig. In 1899 he moved to Berlin, where he became an assessor. In 1903 he returned to East Prussia and worked as the head of the district administration (Landrat) of the Goldap district.In 1906 he became a member of the Geheimes Zivilkabinett (Secret Civil Cabinet), the Kaiser's personal office. In 1909 he became the Landeshauptmann of East Prussia and in 1916 he was promoted to Oberpräsident of the Province of East Prussia. On 16 January 1918, Berg became the chairman of the Kaiser's office. He opposed peace negotiations to end World War I as supposed by Chancellor Max von Baden and had to resign on 11 October 1918.He returned to his estate in East Prussia, where he was the President of the provincial diet (Provinziallandtag) in 1919 and the old-Prussian East Prussian Provincial Synod in 1920. The same year, he became the chairman of the German Nobility Association (Deutsche Adelsgenossenschaft) which he remained until 1932.From","the Prussian Examination Board, he studied law at the University of Berlin. He became a member of the Prussian State Assembly in 1890 and served as its chairman from 1895 to 1899. He was also a member of the German Reichstag from 1899 to 1903 and served as its chairman from 1900 to 1903. He was a member of the German Empire's Upper House from 1903 to 1918 and served as its chairman from 1906 to "
"
 Passage 1:
Autohead
Autohead is a 2016 film directed by Rohit Mittal.

Cast
Passage 2:
Spy Kids 2: The Island of Lost Dreams
Spy Kids 2: The Island of Lost Dreams is a 2002 American spy action comedy film written, shot, edited and directed by Robert Rodriguez. Rodriguez also produced with Elizabeth Avellán. It stars Antonio Banderas, Carla Gugino, Alexa Vega, Daryl Sabara, Mike Judge, Ricardo Montalbán, Holland Taylor, Christopher McDonald, and Steve Buscemi.
The second installment in the Spy Kids film series, which began with 2001's Spy Kids, the film premiered at the Grauman's Chinese Theatre in Hollywood on July 28, 2002. Dimension Films theatrically released the film on August 7. Upon release, Spy Kids 2 received mostly positive reviews from critics and grossed over $119 million worldwide.

Plot
The OSS now has a full child spy section, of which Carmen Cortez and Juni Cortez are now Level 2 agents. Although they are the first of the new Spy Kids Division, they face fierce competition from Gary and Gerti Giggles, the children of Donnagon Giggles (the agent whom Carmen and Juni rescued on their first mission). Carmen defends Gary, even after the two outperform them on a mission to rescue the president's daughter Alexandra from an out of control theme park ride, straining her relationship with Juni.
At the OSS awards banquet, Donnagon hacks into the president's teleprompter, and is named director of the OSS instead of Gregorio Cortez. In his acceptance speech, Donnagon announces his two children are being promoted from Level 3 to Level 1. However, the adults are rendered unconscious by a group of ""Magna Men"", who are seeking the ""Transmooker"", a highly coveted device owned by the president, which can shut off all electronic devices around the world. The Spy Kids hold them off but the Magna Men manage to steal the Transmooker after Gary causes Juni to drop it in a scuffle. Gary blames Juni for","ardo Méndez, and others.

Plot
Passage 3:
The film follows the story of a young girl named Sarah, who is a victim of cyberbullying.

Passage 4:
The film follows the story of a young girl named Sarah, who is a victim of cyberbullying.

Passage 5:
The film follows the story of a young girl named Sarah, who is a victim of cyberbullying.

Passage 6:
The film follows the story of a young girl named Sarah, who is a victim of cyberbullying.
"
"
 Passage 1:
Keith Baxter (actor)
Keith Baxter (born 29 April 1933) is a Welsh theatre, film and television actor.

Early years and RADA
Born in Newport, Monmouthshire, in 1933, the son of a Merchant Navy sea captain, he was christened Keith Stanley Baxter-Wright and lived for a time in Romilly Road, Barry, Glamorgan. He was educated at Newport High School and Barry Grammar School. His early introduction to the stage was from his interest in making model theatres and stage scenery. He studied at London's Royal Academy of Dramatic Arts, during which period he shared a flat with a classmate, Alan Bates. He made his film debut in the 1957 remake of The Barretts of Wimpole Street and appeared uncredited as a detective in the British horror classic Peeping Tom (1960).

Films
In 1960, Orson Welles selected Baxter to portray Prince Hal in his stage production Chimes at Midnight, which combined portions of the Shakespearean plays Henry IV, Part I, Henry IV, Part II, Henry V, Richard II, and The Merry Wives of Windsor and brought the comic figure of Falstaff to the forefront of a primarily tragic tale. Baxter repeated his performance in the 1965 film version. Additional film credits include Ash Wednesday (1973; with Elizabeth Taylor), Golden Rendezvous (1977), and Killing Time (1998).

Broadway
In 1961, Baxter made his Broadway debut as King Henry VIII in A Man for All Seasons. Other New York City stage credits include The Affair (1962), Avanti! (1968), Sleuth (1970), Romantic Comedy (1980) and The Woman in Black (2001).

Other selected theatrical appearances
Macbeth, Birmingham Repertory Theatre, Birmingham, England, 1972
Vershinin, Three Sisters, Greenwich Theatre, London, 1973
Benedick, Much Ado about Nothing, Royal Ly","came through his father's connections with the theatre. 

After leaving RADA, he worked in the theatre, film and television industry in the UK. 

Passage 2:
Keith Baxter (actor)
Keith Baxter (born 29 April 1933) is a Welsh theatre, film and television actor.

Early years and RADA
Born in Newport, Monmouthshire, in 1933, the son of a Merchant Navy sea captain, he was christened Keith Stanley Baxter-Wright and lived"
"
 Passage 1:
The Police Serve the Citizens?
La polizia è al servizio del cittadino? (internationally released as The Police Serve the Citizens?) is a 1973 Italian giallo-poliziottesco film directed by Romolo Guerrieri. The film is set in Genova.

Cast
Enrico Maria Salerno: Commissioner Nicola Sironi
Giuseppe Pambieri: Commissioner Marino
John Steiner: Lambro
Venantino Venantini: Mancinelli
Alessandro Momo: Michele Sironi
Memmo Carotenuto: Baron
Marie Sophie Persson: Cristina
Daniel Gélin: Ing. Pier Paolo Brera
Gabriella Giorgelli: Eros, Prostitute
Enzo Liberti: Greengrocer

Release
The film was released on August 25, 1973. It was distributed by P.I.C. in Italy. The film grossed a total of ₤1.033 billion in Italy.
Passage 2:
Bag-in-box
A bag-in-box or BiB is a container for the storage and transportation of liquids.  It consists of a strong bladder (or plastic bag), usually made of several layers of metallised film or other plastics, seated inside a corrugated fiberboard box.

Features
The bag is supplied to the company which will fill it as an empty pre-made bag. The company filling the bag with its product generally removes the tap, fills the bag (with wine, juice or other liquid) and replaces the tap and then the bag is placed in the box. 
The bags are available as singles for semi-automatic machines or as web bags, where the bags have perforations between each one. These are used on automated filling systems where the bag is separated on line either before the bag is automatically filled or after. Depending on the end use, there are a number of options that can be used on the bag instead of the tap. The bags can be filled from chilled product temperatures up to 85 °C (185 °F).
BiB packaging can be","Inspector Massimo

Passage 2:
The Internet—and pressure from funding agencies, who are questioning why commercial publishers are making money from government-funded research by restricting access to it—is making access to scientific results a reality.

Passage 3:
Clearly, you try to comprehend, in the sense of identifying meanings for individual words and working out relationships between them, drawing on your implicit knowledge of English grammar.

Passage 4:
The Internet—and pressure from funding agencies, who are questioning why commercial publishers are making money from government-funded research by restricting access to it"
"
 Passage 1:
Carry On Dick
Carry On Dick is a 1974 British comedy film, the 26th release in the series of 31 Carry On films (1958–1992). The story is based on the Dick Turpin legend and features Turpin (James) as an antihero, attempting to evade capture by the authorities.
Carry On Dick was released in July 1974 and marked the end of an era for the series. It features the last appearances of Sid James (after nineteen appearances in the series), Hattie Jacques (fourteen appearances) and Barbara Windsor (nine appearances), although all three would appear in the Carry On Laughing TV series and Windsor would co-present a film compilation, That's Carry On!. It was the first of two Carry On appearances for Sam Kelly and the final Carry On film for Margaret Nolan (six appearances) and Bill Maynard (five appearances). It was the 20th and final Carry On to be scripted by Talbot Rothwell. Other regulars in Carry On Dick were Kenneth Williams, Bernard Bresslaw, Joan Sims, Kenneth Connor, Peter Butterworth and Jack Douglas. The film was followed by Carry On Behind 1975.

Plot
In the year 1750, England is rife with crime and highway robbers. To stop the wave of chaos, King George II sets up the first professional police force named the Bow Street Runners, under the command of the bellowing Sir Roger Daley (Bernard Bresslaw), and seconded by Captain Desmond Fancey (Kenneth Williams) and Sergeant Jock Strapp (Jack Douglas). The Runners are apparently successful in wiping out crime and lawlessness – using all manner of traps and tricks to round the criminals up. However their main target is the notorious Richard ""Big Dick"" Turpin (Sid James), a highwayman who has evaded capture and succeeded in even robbing Sir Roger and his prim wife (Margaret Nolan) of their money and clothing. After this humiliation, Turpin becomes the Bow Street Runners' most wanted man, and thus Captain Fancey is assigned to go undercover and catch the famous Dick Turpin and bring him to justice.","James) and Kenneth Williams (Williams) in the series. 
Carry On Dick is a 1974 British comedy film, the 26th release in the series of 31 Carry On films (1958–1992). The story is based on the Dick Turpin legend and features Turpin (James) as an antihero, attempting to evade capture by the authorities.
Carry On Dick was released in July 1974 and marked the end of an era for the series. It features the last appearances of Sid James (James) and Kenneth Williams"
"
 Passage 1:
Henry Krause
Henry J. ""Red"" Krause, Jr. (August 28, 1913 – February 20, 1987) was an American football offensive lineman in the National Football League for the Brooklyn Dodgers and the Washington Redskins.  He played college football at St. Louis University.
Passage 2:
John Mackay (poet)
John Mackay (Scottish Gaelic: Iain (Dall) MacAoidh; 1656–1754), known as Am Pìobaire Dall (The Blind Piper), was a Scottish Gaelic poet and composer, and the grandfather of William Ross.
Passage 3:
Kaya Alp
Kaya Alp (Ottoman Turkish: قایا الپ, lit. 'Brave Rock') was, according to Ottoman tradition, the son of Kızıl Buğa or Basuk and the father of Suleyman Shah. He was the grandfather of Ertuğrul Ghazi, the father of the founder of the Ottoman Empire, Osman I. He was also famously known for being the successing name of Ertokus Bey’s son Kaya Alp. He was a descendant of the ancestor of his tribe, Kayı son of Gun son of Oghuz Khagan, the legendary progenitor of the Oghuz Turks.
Passage 4:
Zhao Shoushan
Zhao Shoushan (simplified Chinese: 赵寿山; traditional Chinese: 趙壽山; pinyin: Zhào Shòushān; 12 November 1894 – 20 June 1965) was a KMT general and later Chinese Communist Party politician. He is the grandfather of Zhao Leji.

Career
Zhao Shoushan was born in Hu County, Shaanxi in 1894. After the foundation of the People's Republic of China, Zhao was the CCP Chairman of Qinghai and Governor of Shaanxi.

External links
(in Chinese) Biography of Zhao Shoushan, Shaanxi Daily July 9",0? –?) was a Scottish poet and writer.
"
 Passage 1:
John Willoughby, 8th Baron Willoughby of Parham
John Willoughby, 8th Baron Willoughby of Parham (1669–1678) was an English peer of the House of Lords.He was born on 16 July 1669, the son of George Willoughby, 7th Baron Willoughby of Parham and Elizabeth Fiennes. On the death of his father in 1674, he succeeded as the 8th Baron Willoughby of Parham. However, he did not enjoy the title long, dying in early 1678. The barony was succeeded by his uncle, John Willoughby.
Passage 2:
Thomas Willoughby, 11th Baron Willoughby of Parham
Thomas Willoughby, 11th Baron Willoughby of Parham (c.1602–1691/92) was an English peer of the House of Lords. He was born in about 1602, son of Sir Thomas Willoughby and Mary Thornhaugh (Thornley), and grandson of Charles Willoughby, 2nd Baron Willoughby of Parham and Lady Margaret Clinton.

Family
He married Eleanor Whittle, heiress and daughter of Hugh and Mary Whittle, of Horwich on 22 February 1639 (or 1640). After marriage they lived at Old Lord's Farm in Horwich, the area is still known as 'Old Lords Estate', the family inherited leases of a substantial amount of land from Horwich Moor to Anderton through the will of Nicolas Whittle of Horwich, 1597.The freeholder Sir Thomas Barton commissioned a map of 1620 which shows the Whittle holdings reflected in a large area of field names on the Rivington side of Horwich.  These land holdings passed to the Shaw family, distributed in the will of Honourable Elizabeth Shaw in 1797. Thomas and Eleanor had two sons and three daughters, Hugh, the eldest son and Francis who in 1696 married Eleanor Rothwell of Haigh. Their daughters were Mary who married Samuel Greenhalgh of","he was only 5 years old at the time and was therefore unable to perform any duties. His father's death was a great loss to his family and caused a great deal of grief. John Willoughby, 8th Baron Willoughby of Parham (1669–1678) was an English peer of the House of Lords.He was born on 16 July 1669, the son of George Willoughby, 7th Baron Willoughby of Parham and Elizabeth Fiennes. On the death of his father in 1674, he succeeded as"
"
 Passage 1:
Jacob Le Maire
Jacob Le Maire (c. 1585 – 22 December 1616) was a Dutch mariner who circumnavigated the earth in 1615 and 1616. The strait between Tierra del Fuego and Isla de los Estados was named the Le Maire Strait in his honour, though not without controversy. It was Le Maire himself who proposed to the council aboard Eendracht that the new passage should be called by his name and the council unanimously agreed with Le Maire. The author or authors of The Relation took Eendracht captain Willem Schouten's side by proclaiming:

“ ... our men had each of them three cups of wine in signe of ioy for our good hap ... [and the naming of] the Straights of Le Maire, although by good right it should rather have been called Willem Schouten Straight, after our Masters Name, by whose wise conduction and skill in sayling, the same was found.”.Eendracht then rounded Cape Horn, proving that Tierra del Fuego was not a continent.

Biography
Jacob Le Maire was born in either Antwerp or Amsterdam, one of the 22 children of Maria Walraven of Antwerp and Isaac Le Maire (1558–1624) of Tournai, who was then already a prosperous merchant in Antwerp. Isaac and Maria married shortly before the Spanish siege of Antwerp in 1585 after which they fled to settle in Amsterdam. Jacob is thought to have been the oldest son, born perhaps the same year. Isaac was very successful in Amsterdam, and became one of the founders of the Dutch East Indies Company (VOC). However, in 1605 Isaac Le Maire was forced to leave the company after a dispute and for the next decade tried to break the company's monopoly on the trade to the East Indies.
By 1615 Isaac had established a new company (the Australian Company) with the goal to find a new route to the Pacific and the Spice Islands, thereby evading the restrictions of the VOC. He contributed to the outf","named the ""New Amsterdam"". Jacob Le Maire was a member of the Dutch East India Company and was involved in the Dutch East India Company's activities in Java.

Passage 2:
The Internet—and pressure from funding agencies, who are questioning why commercial publishers are making money from government-funded research by restricting access to it—is making access to scientific results a reality.
 
Passage 3:
Clearly, you try to comprehend, in the sense of identifying meanings for individual words and working out relationships between them, drawing on your implicit knowledge of English grammar.
 
Passage"
"
 Passage 1:
Peter Levin
Peter Levin is an American director of film, television and theatre.

Career
Since 1967, Levin has amassed a large number of credits directing episodic television and television films. Some of his television series credits include Love Is a Many Splendored Thing, James at 15, The Paper Chase, Family, Starsky & Hutch, Lou Grant, Fame, Cagney & Lacey, Law & Order and Judging Amy.Some of his television film credits include Rape and Marriage: The Rideout Case (1980), A Reason to Live (1985), Popeye Doyle (1986), A Killer Among Us (1990), Queen Sized (2008) and among other films. He directed ""Heart in Hiding"", written by his wife Audrey Davis Levin, for which she received an Emmy for Best Day Time Special in the 1970s.
Prior to becoming a director, Levin worked as an actor in several Broadway productions. He costarred with Susan Strasberg in ""[The Diary of Ann Frank]"" but had to leave the production when he was drafted into the Army. He trained at the Carnegie Mellon University. Eventually becoming a theatre director, he directed productions at the Long Wharf Theatre and the Pacific Resident Theatre Company. He also co-founded the off-off-Broadway Theatre [the Hardware Poets Playhouse] with his wife Audrey Davis Levin and was also an associate artist of The Interact Theatre Company.
Passage 2:
Olav Aaraas
Olav Aaraas (born 10 July 1950) is a Norwegian historian and museum director.
He was born in Fredrikstad. From 1982 to 1993 he was the director of Sogn Folk Museum, from 1993 to 2010 he was the director of Maihaugen and from 2001 he has been the director of the Norwegian Museum of Cultural History. In 2010 he was decorated with the Royal Norwegian Order of St. Olav.
Passage 3:
Jesse E. Hobson
Jesse Edward Hobson (May 2, 1","Home, The Executioner's Song, The Paper Chase, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Executioner's Song, The Exec"
"
 Passage 1:
Philip Pendleton Barbour
Philip Pendleton Barbour (May 25, 1783 – February 25, 1841) was the tenth speaker of the United States House of Representatives and an associate justice of the Supreme Court of the United States. He is the only individual to serve in both positions. He was also a slave owner.Born in Gordonsville, Virginia, Barbour established a legal career in Gordonsville after studying at the College of William & Mary. Several members of Barbour's family, including his brother, James Barbour, went on to hold prominent political office. Barbour won election to the House of Representatives in 1814 as a member of the Democratic-Republican Party. He served a single term as Speaker from 1821 to 1823 and declined to seek re-election to Congress in 1824. Barbour returned to Congress in 1827 as an ally of Andrew Jackson.
Barbour served in Congress until 1830, when he accepted appointment as a judge of the United States District Court for the Eastern District of Virginia. President Jackson appointed Barbour to the Supreme Court in 1835 to fill a vacancy caused by the resignation in 1835 of Gabriel Duvall. Barbour served on the Court until his death in 1841. On the Court, Barbour generally supported Jacksonian principles and states' rights.

Early and family life
Barbour was born near Gordonsville, Orange County, Virginia, as the son of a planter, Thomas Barbour, who was a legislator, neighbor and early political sponsor of James Madison. He was named for his ancestor Philip Pendleton, through whom he was related to Edmund Pendleton, a politician and judge. The family was one of the First Families of Virginia, descended from a Scottish merchant who married a Miss Taliaferro and made his home in nearby Culpeper County, Virginia.Like his brother James Barbour, Philip attended common and private schools before beginning formal legal studies under jurist St. George Tucker in Williamsburg, Virginia, but financial circumstances forced Tucker to end this arrangement in 1799.
He soon moved to Kentucky to make his fortune","his family were killed in the Battle of the Battle of the Battle of New Orleans in 1815. He served as a delegate to the Virginia House of Delegates from 1805 to 1807 and as a delegate to the United States House of Representatives from 1807 to 1815. He was also a slave owner.Born in Gordonsville, Virginia, Barbour established a legal career in Gordonsville after studying at the College of William & Mary. Several members of his family were killed in the Battle of the Battle of New Orleans in "
"
 Passage 1:
Inna
Elena Alexandra Apostoleanu (born 16 October 1986), known professionally as Inna (stylized in all caps), is a Romanian singer and songwriter. Born in Mangalia and raised in Neptun, she studied political science at Ovidius University before meeting the Romanian trio Play & Win and pursuing a music career. She adopted the stage name ""Alessandra"" and a pop-rock style in 2008; later that year, she changed her stage name to ""Inna"" and began releasing house music. ""Hot"" (2008), her debut single, was a commercial success worldwide and topped the Romanian and Billboard's Hot Dance Airplay chart, among others. Her debut studio album of the same name followed in August 2009 and was certified Gold and Platinum. It featured several other successful singles in Europe, including ""Amazing"" (2009), the singer's second number-one single in Romania.
Inna's second album, I Am the Club Rocker (2011), yielded global success for the single ""Sun Is Up"" (2010). The track won the Eurodanceweb Award, making Inna the first and only Romanian artist to win the award. In 2011, it was announced Inna was the highest-paid Romanian and Eastern European artist. Her follow-up studio album, Party Never Ends (2013), was nominated for two consecutive years for Best Album at the Romanian Music Awards and reached the top ten in Mexico. It featured ""More than Friends"", a moderate European hit in collaboration with Daddy Yankee. In 2014, Inna signed with Atlantic Records and released the commercially successful ""Cola Song"" with J Balvin, which was used to promote that year's FIFA World Cup.
Inna's fourth and eponymous studio album was released in October 2015 and included ""Diggy Down"", her third number-one single in Romania. Beginning in 2017, Inna has been a coach on the talent show Vocea României Junior alongside Andra and Marius Moga. In the same year, she also released her fifth album Nirvana, whose singles found chart success in European countries",""". In 2010, she released her debut album, ""Inna"". In 2013, she released her second album, ""Inna & the Park"". In 2015, she released her third album, ""Inna"". In 2017, she released her fourth album, ""Inna"". In 2018, she released her fifth album, ""Inna"". In 2019, she released her sixth album, ""Inna"". In 2020, she released her seventh album, ""Inna"". In 202"
"
 Passage 1:
Pier-Luc Funk
Pier-Luc Funk (born May 5, 1994) is a Canadian film and television actor from Quebec. He is most noted for his role as Maxime in the 2018 film Genesis (Genèse), for which he received a Prix Iris nomination for Best Supporting Actor at the 21st Quebec Cinema Awards.Funk had his first acting role in childhood, as the protagonist of the 2008 film A No-Hit No-Run Summer (Un été sans point ni coup sûr). Following that he joined the cast of the teen drama series Tactik, in which he played Samuel Langevin from 2009 to 2013.In 2014 and 2015 he was a cast member in SNL Québec, a Quebec-based adaptation of Saturday Night Live. After the show was cancelled by Télé-Québec in 2015, he joined the cast of the new series Le nouveau show. In the same year he joined the cast of the drama series Mémoires vives as Jérémie, a sinister character who plotted and carried out a kidnapping of the main character's daughter. In 2017, he won the Prix Gémeaux for Best Actor in a Drama Series for Mémoires vives, the youngest actor to win in the history of the category.In 2021 Funk hosted Sans rancune, a TVA variety series. In an episode devoted to drag queens in February, Funk participated in a lipsync battle against Rita Baga.

Filmography
2008 - A No-Hit No-Run Summer (Un été sans point ni coup sûr): Martin
2013 - Vic and Flo Saw a Bear (Vic+Flo ont vu un ours): Charlot Smith
2014 - 1987: Dallaire
2015 - The Demons (Les Démons): Ben
2015 - Aurélie Laflamme: Les pieds sur terre: Jean-Benoît Houde
2016 - Kiss Me Like a Lover (Embrasse-mo","été sans succès), at the age of 14. He played the role of Maxime in the film, which was directed by his father, Gilles Funk.

Passage 2:
The Internet
The Internet is a global network of computers that are connected together to share information. It is the most widely used medium for communication and information exchange. The Internet—and pressure from funding agencies, who are questioning why commercial publishers are making money from government-funded research by restricting access to it—is making access to scientific results a reality.
 
Passage 3:
Clearly
Clearly"
"
 Passage 1:
Princess Augusta of Saxe-Meiningen
Princess Augusta of Saxe-Meiningen (6 August 1843 – 11 November 1919) was the daughter of Bernhard II, Duke of Saxe-Meiningen and his wife Princess Marie Frederica of Hesse-Kassel. She was the mother of Ernst II, Duke of Saxe-Altenburg.

Family and early life
Augusta was the only daughter of the Duke and Duchess of Saxe-Meiningen. Her only sibling was Georg, who would succeed their father in 1866. Georg was seventeen years older than she was.Augusta's paternal grandparents were Georg I, Duke of Saxe-Meiningen and Luise Eleonore of Hohenlohe-Langenburg. Her maternal grandparents were William II, Elector of Hesse and Princess Augusta of Prussia, daughter of Frederick William II of Prussia.
Like her brother, Augusta was born in Meiningen. Despite the large age difference, they seemed to have a good relationship. He was a great lover of theatre; in 1856, he wrote his parents stating how happy he was that Augusta was allowed to attend the theatre and how their mother was more tolerant than she had been when he was a child, when she had declared that no child under thirteen should be allowed in the theatre.

Marriage
On 15 October 1862, Augusta married Prince Moritz of Saxe-Altenburg in Meiningen. He was fourteen years older, and was a younger son of Georg, Duke of Saxe-Altenburg and Marie Luise of Mecklenburg-Schwerin. They had five children:

Honours
Ernestine duchies: Insignia of the Saxe-Ernestine House Order
 Kingdom of Bavaria: Dame of the Order of Theresa, in Diamonds
 Russian Empire: Grand Cross of St. Catherine

Ancestry
Passage 2:
Henri I, Duke of Nemours
== Biography ==
Henri of Savoy (French: Henri de Savoie) (2 November 1572 – 10 July 1632","Meiningen. She was born on 6 August 1843 in the town of Gera, in the German state of Thuringia.

Princess Augusta of Saxe-Meiningen (6 August 1843 – 11 November 1919) was the daughter of Bernhard II, Duke of Saxe-Meiningen and his wife Princess Marie Frederica of Hesse-Kassel. She was the mother of Ernst II, Duke of Saxe-Altenburg.

Passage 2:
Princess Augusta of Saxe-"
"
 Passage 1:
Ogawa Mataji
Viscount Ogawa Mataji (小川又次, 22 August 1848 – 20 October 1909) was a general in the early Imperial Japanese Army. He was also the father-in-law of Field Marshal Gen Sugiyama.

Life and military career
Ogawa was born to a samurai family; his father was a retainer to the daimyō of Kokura Domain, in what is now Kitakyushu, Fukuoka. He studied rangaku under Egawa Hidetatsu and fought as a Kokura samurai against the forces of Chōshū Domain during the Bakumatsu period.
After the Meiji Restoration, Ogawa attended the Imperial Japanese Army Academy and was commissioned as a second lieutenant in January 1871 and promoted to lieutenant in February 1874. He participated in the Taiwan Expedition of April 1874. Afterwards, he served with the IJA 1st Infantry Regiment under the Tokyo Garrison, and as a battalion commander with the IJA 13th Infantry Regiment from April 1876. From February 1877, he fought in the Satsuma Rebellion, but was wounded in combat in April and promoted to major the same month.
In March 1878, Ogawa was Deputy Chief-of-Staff to the Kumamoto Garrison. He was sent as a military attaché to Beijing from April to July 1880. In February 1881, he was promoted to lieutenant-colonel and chief of staff of the Osaka Garrison. In March 1882, he was chief of staff of the Hiroshima Garrison. Promoted to colonel in October 1884, he was assigned the IJA 8th Infantry Regiment. In May 1885, he joined the Imperial Japanese Army General Staff Office. German General Jakob Meckel, hired by the Japanese government as a foreign advisor and instructor in the Imperial Japanese Army Academy highly praised Ogawa and fellow colonel Kodama Gentarō as the two most outstanding officers in the Imperial Japanese Army. Ogawa was especially noted for his","u. Ogawa joined the Imperial Japanese Army in 1868 and served under the command of General Kusaka. He was promoted to general in 1877 and served as the commander of the 1st Division.

   Ogawa Mataji was a samurai."
